StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,M1_1,M2_1,M3_1,M4_1,M5_1,U1_1,U2_1,U3_1,U4_1,S1_1,S2_1,S3_1,S4_1,S5_1,S6_1,I1_1,I2_1,I3_1,I4_1,I5_1,C1_1,C2_1,C4_1,C4_1,C5_1,Q3_1,Q4_1,Q5_1,Q6_1,Q7_1,Q8_1,Q9_1,Q10_1,Q11_1,Q12_1,Q12_1,Q12_2,Q12_3,Q12_4,Q12_5,Q12_6,Q12_7,Q12_8,Q12_9,Q12_10,Q12_11,Q12_12,Q12_13,Q12_14,Q12_15,Q12_16,Q12_17,Q12_18,Q12_19,Q12_20,Q12_21,Q12_22,Q12_23,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15,Q1_1,Q2_1,Q3_1,Q4_1,Q5_1,Q6_1,Q7_1,Q8_1,Q9_1,Q10_1,Q11_1,Q12_1,Q13_1,Q14_1,Q15_1,Q16_1,Q17_1,Q18_1,Q19_1,Q20_1,Q21_1,Q22_1,Q1_1,Q2_1,Q3_1,Q4_1,Q5_1,Q6_1,Q7_1,Q8_1,Q9_1,Q10_1,Q11_1,Q12_1,Q13_1,Q14_1,Q15_1,Q16_1,Q17_1,Q18_1,Q19_1,Q20_1,Q21_1,Q22_1,Q23_1,Q24_1,Q25_1,SC0,SC1,SC2,SC3,SC4,SC5,MUSIC- Mellow mean,MUSIC- unpretentious mean,MUSIC- sophisticated mean,MUSIC- intense mean,MUSIC contemporary mean,TIPI_Extroversion,TIPI_Agreeableness,TIPI_Emotional Stability,TIPI_Conscientiousness,TIPI_Openness,Mellow,Unpretentious,Sophisticated,Intense,Contemporary,Create New Field or Choose From Dropdown...,Emotional Mean,Cognitive Mean,Background,EQ score mean,SQ score mean
2021-01-29 10:20:19,2021-01-29 10:37:39,1,,100,1039,1,2021-01-29 10:37:40,R_2npvcbzjpTcHBiV,,,,,53.5915069580078125,-2.393096923828125,preview,EN,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,1,7,1,7,1,7,1,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,5,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,8,8,8,8,8,1,1,1,1,1,4,4,4,4,4,2,2,4,2.52.5,2.5,,1.8,1,2,,
2021-01-30 04:47:07,2021-01-30 05:05:51,0,77.1.189.150,100,1124,1,2021-01-30 05:05:51,R_3J8U6iHISWFdTFd,,,,,53.6082000732421875,9.9738006591796875,anonymous,EN,,,,,,,,,,,,,,,4,3,4,2,4,5,5,5,5,1,4,3,5,4,5,4,4,5,5,4,1,4,4,3,4,5,6,6,6,7,3,5,6,6,6,6,6,7,5,5,2,5,6,4,6,4,6,2,5,4,5,5,5,4,2,7,6,2,5,2,2,2,1,5,2,4,3,4,3,1,1,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,8,11,12,12,13,3.4,5,3.6666666666666665,4.4,3.2,4,5.5,6,6,6.5,6,6,19.142857142857142,14.7514.75,12.75,,2.4,3.6,2.25,,
2021-02-01 03:41:22,2021-02-01 03:47:43,1,,100,380,1,2021-02-01 03:47:44,R_10oRPYxzbgmc4Em,,,,,53.5915069580078125,-2.393096923828125,preview,EN,,,,,,,,,,,,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7,1,7,1,7,1,7,1,7,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,5,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,8,8,8,8,8,5,5,5,5,5,4,4,4,4,4,2,2,4,3.253.25,2.5,,1.8,1,2,,
2021-02-01 04:11:30,2021-02-01 04:13:50,0,93.193.193.252,100,139,1,2021-02-01 04:13:50,R_OIkvyCuEhZZKmFH,,,,,49.7899017333984375,9.92059326171875,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
2021-02-02 03:05:51,2021-02-02 03:10:26,0,86.176.1.248,100,274,1,2021-02-02 03:10:26,R_1ff0uMtZuvY3LJM,,,,,51.5063934326171875,-0.0200042724609375,anonymous,EN,1,1,1,1,1,1,1,1,1,1,uuu1999,21,1,1,2,2,2,2,1,1,2,3,2,2,2,1,2,4,1,3,2,4,1,1,1,3,1,3,2,6,2,5,3,5,3,4,3,6,5,6,2,6,6,5,3,6,3,3,3,2,3,3,7,3,2,3,2,3,2,3,6,4,1,4,1,5,2,1,1,3,1,1,1,4,2,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,9,6,8,9,10,1.8,2,2,2.2,2,4.5,3,4.5,4,5,5,5,15.857142857142858,9.759.75,8.75,,2.6,1.4,2.5,,
2021-02-02 05:34:16,2021-02-02 05:38:30,1,,100,253,1,2021-02-02 05:38:30,R_1F2glB1G8IsrUdQ,,,,,51.5063934326171875,-0.0200042724609375,preview,EN,1,1,1,1,1,1,1,1,1,1,TAH2001,19,2,1,1,1,5,3,1,2,2,3,3,5,3,3,1,1,1,2,2,1,3,1,1,3,2,3,4,1,1,2,2,3,3,4,5,5,6,4,3,5,2,5,3,5,2,4,5,6,3,4,6,2,4,5,3,2,5,4,6,7,4,2,4,4,4,2,2,2,2,3,3,3,2,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,4,5,7,7,9,2.2,2.5,2.3333333333333335,1.8,2.6,2,2.5,3.5,3.5,4.5,9.666666666666666,9.666666666666666,12.571428571428571,11.511.5,7.25,,3.6,2.2,2.5,,
2021-02-05 03:34:40,2021-02-05 03:40:59,1,,100,378,1,2021-02-05 03:41:00,R_uaLomOGNFaO5Upb,,,,,49.7845001220703125,9.8822021484375,preview,EN,1,1,1,1,1,1,1,1,1,1,RUT1986,34,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,1,7,1,7,1,7,1,7,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,5,1,5,5,5,5,5,5,5,5,5,1,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,40,8,8,8,8,8,1,1,1,1,1,4,4,4,4,4,14,14,28,17.517.5,17.5,,4.2,5,4,2,2
2021-02-05 03:23:26,2021-02-05 03:56:57,1,,100,2011,1,2021-02-05 03:56:58,R_pzXeTPUkSNnrGwh,,,,,51.46380615234375,0.143402099609375,preview,EN,1,1,1,1,1,1,1,1,1,1,SUN2001,18,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7,1,7,1,7,1,7,1,7,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,5,1,5,5,5,5,5,5,5,5,5,1,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,40,8,8,8,8,8,5,5,5,5,5,4,4,4,4,4,14,14,28,17.517.5,17.5,,4.2,5,4,2,2
2021-02-05 04:12:44,2021-02-05 04:34:01,0,80.194.235.25,100,1276,1,2021-02-05 04:34:02,R_1n6DjrstWIu9iKL,,,,,51.46380615234375,0.143402099609375,anonymous,EN,1,1,1,1,1,1,1,1,1,1,TOM2000,20,1,1,5,4,5,4,4,3,5,5,5,5,5,5,4,5,5,5,4,5,5,5,4,5,4,5,3,4,3,6,6,7,1,6,6,7,6,7,5,7,6,7,6,3,7,4,4,4,7,5,6,4,7,7,7,7,4,7,7,6,4,1,3,4,1,5,2,1,4,3,5,4,2,4,4,4,4,2,3,4,4,4,2,2,3,3,3,4,1,2,2,2,3,4,4,3,1,1,4,4,1,4,3,1,3,3,2,4,1,1,2,3,2,3,3,4,2,1,1,4,3,2,52,5,9,12,13,13,4.4,4.5,4.833333333333333,4.8,4.2,2.5,4.5,6.5,6,6.5,9.333333333333334,9.333333333333334,18.571428571428573,14.514.5,17.5,,2.6,3,3.75,1.5,1.4166666666666667
2021-02-05 04:30:24,2021-02-05 04:43:04,0,161.23.173.10,100,760,1,2021-02-05 04:43:04,R_3oAUs2oBzUkLN4w,,,,,51.6096954345703125,0.010406494140625,anonymous,EN,1,1,1,1,1,1,1,1,1,1,AHM2000,20,1,1,3,5,2,4,4,5,3,2,2,2,2,2,4,4,4,1,1,1,2,2,2,3,5,5,4,2,4,5,1,6,1,7,3,5,4,4,4,4,5,5,6,4,3,3,1,2,4,4,3,3,6,1,7,6,5,1,4,6,5,1,5,5,4,4,3,3,3,3,5,1,4,4,3,4,4,4,2,2,3,2,2,2,3,2,2,3,3,4,4,3,3,3,3,2,4,4,3,2,2,3,1,2,4,2,3,3,2,4,1,2,3,2,3,4,2,3,1,3,4,3,38,3,11,8,6,10,3.6,3,3,1.4,3.8,1.5,5.5,3,4,5,6.666666666666667,6.666666666666667,14.857142857142858,4.754.75,12,,4,3.2,3.5,1.3125,1.2352941176470589
2021-02-05 04:26:55,2021-02-05 04:50:03,0,5.66.12.158,100,1387,1,2021-02-05 04:50:04,R_O7g4QkGqEYIpijn,,,,,51.57879638671875,-0.123504638671875,anonymous,EN,1,1,1,1,1,1,1,1,1,1,TAS2001,19,2,1,4,2,4,2,2,2,3,3,2,3,2,1,1,3,4,1,1,1,1,1,1,2,3,2,2,6,3,6,5,6,6,7,6,6,6,2,1,1,5,4,5,5,5,2,1,5,4,1,5,1,7,1,7,4,5,1,7,7,4,5,4,4,4,2,4,2,2,4,2,2,4,4,4,4,4,1,1,1,3,2,4,3,4,3,3,3,3,3,3,2,3,3,3,3,3,4,2,3,3,3,3,2,4,3,3,3,2,3,2,3,3,2,3,1,3,3,1,1,4,2,57,12,10,12,11,12,2.8,2.5,2.3333333333333335,1,2,6,5,5.5,6,6,7.333333333333333,7.333333333333333,10.857142857142858,3.253.25,13,,4.2,2.8,3,1.3333333333333333,1.3333333333333333
2021-02-05 04:37:15,2021-02-05 05:02:40,0,81.157.142.100,100,1524,1,2021-02-05 05:02:40,R_zfpZB7gIifIEH6N,,,,,51.5063934326171875,-0.0200042724609375,anonymous,EN,1,1,1,1,1,1,1,1,1,1,HOQ2001,20,2,1,3,3,3,4,4,3,4,2,3,4,3,1,3,4,4,1,1,1,3,1,3,3,3,5,3,5,5,7,2,7,4,7,7,7,3,4,2,2,5,2,4,3,2,1,1,7,1,4,7,1,7,1,7,4,1,1,7,7,5,1,5,5,5,5,5,3,3,4,5,3,2,5,2,4,4,2,2,1,3,4,4,4,4,2,2,4,4,4,3,1,3,4,4,3,3,4,2,2,1,4,4,2,1,3,2,3,1,3,1,2,3,2,1,1,4,1,3,4,1,2,54,9,12,14,9,10,3.4,3,3.1666666666666665,1.4,3.4,4.5,6,4.5,7,5,11,11,8.571428571428571,4.754.75,10.75,,4.2,4,3.75,1.6,1.4
2021-02-05 04:49:36,2021-02-05 05:02:55,0,73.182.62.61,100,798,1,2021-02-05 05:02:56,R_3lJjzfNA5tn22l8,,,,,32.1649932861328125,-81.90799713134765625,anonymous,EN,1,1,1,1,1,1,1,1,1,1,COF2002,18,1,1,3,4,2,2,4,2,2,1,2,5,2,1,3,4,3,5,4,5,5,5,2,1,1,1,2,1,1,3,1,5,1,2,3,1,6,7,6,6,4,1,1,5,1,1,3,1,3,4,1,1,4,5,1,1,1,7,1,1,5,1,4,4,4,5,1,2,3,3,5,5,5,5,5,2,2,4,4,4,1,4,1,1,1,4,1,3,1,4,1,4,1,1,1,1,1,2,1,2,1,3,4,4,2,1,1,4,1,1,1,2,1,4,2,1,2,3,1,1,3,4,24,2,3,6,2,11,3,1.75,3,4.8,1.4,1,1.5,1,3,5.5,4,4,11.857142857142858,12.512.5,2.5,,3.6,2.8,5,1.5,1.5384615384615385
2021-02-05 04:54:12,2021-02-05 05:09:46,0,93.115.192.236,100,934,1,2021-02-05 05:09:47,R_yxPTUNWtVav9Ivn,,,,,51.5063934326171875,-0.0200042724609375,anonymous,EN,1,1,1,1,1,1,1,1,1,1,URB2001,19,1,1,5,3,4,4,5,3,2,2,3,1,2,4,4,4,2,5,5,5,3,5,3,2,3,5,1,5,4,3,6,6,3,3,2,2,7,7,2,5,6,3,7,7,5,1,7,5,6,4,5,4,1,7,7,3,1,7,1,7,4,5,3,4,2,4,1,5,3,4,4,1,4,5,3,2,3,4,3,2,1,4,3,2,1,4,2,2,2,3,2,3,2,3,1,2,2,3,3,2,1,3,2,1,4,2,2,1,2,4,2,3,4,2,3,1,1,2,1,3,3,2,41,8,7,5,8,13,4.2,2.5,2.8333333333333335,4.6,2.8,4,3.5,4,2.5,6.5,10,10,16.428571428571427,17.517.5,9,,3.6,3.4,3.5,1,1.4210526315789473
2021-02-05 04:49:39,2021-02-05 05:10:59,0,176.249.39.204,100,1280,1,2021-02-05 05:11:00,R_2PsQ24AMknMA63z,,,,,51.6016998291015625,-0.0731964111328125,anonymous,EN,1,1,1,1,1,1,1,1,1,1,RAY2000,20,2,1,5,3,5,2,4,1,4,3,3,4,4,4,4,4,4,2,1,4,3,4,2,4,4,4,3,3,3,6,5,6,1,6,7,5,6,5,5,5,3,2,6,4,2,6,1,5,5,6,5,5,7,5,7,7,5,5,7,7,5,4,4,3,3,3,3,2,2,3,5,4,2,4,2,3,4,2,2,3,4,1,3,4,4,4,3,4,3,4,4,1,3,3,4,3,3,3,2,2,2,3,3,2,3,2,3,2,4,1,2,2,2,2,2,1,4,2,1,4,1,1,48,4,9,13,10,12,3.8,2.75,4,2.8,3.4,2,4.5,5,6.5,6,11,11,18.857142857142858,8.58.5,13.75,,3.8,2.6,3.75,1.5,1.1538461538461537
2021-02-05 04:41:16,2021-02-05 05:21:56,0,90.252.66.180,100,2440,1,2021-02-05 05:21:57,R_1F3ZK6QELIUmi8g,,,,,51.6334075927734375,-0.1697998046875,anonymous,EN,1,1,1,1,1,1,1,1,1,1,Ali 2001,19,2,1,1,1,5,3,5,1,1,1,1,1,1,1,5,3,1,1,1,1,1,1,1,2,1,4,5,7,3,7,5,7,7,7,7,7,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,7,7,7,1,7,1,3,1,5,3,4,3,3,1,3,3,5,5,3,5,1,4,4,1,3,4,4,1,3,4,4,4,4,4,4,4,4,1,4,4,4,4,4,3,3,1,4,2,1,1,4,1,3,1,1,1,1,2,4,1,4,1,1,4,4,1,4,1,61,14,10,14,12,11,3,1,2,1,2.6,7,5,6,7,5.5,2,2,4,2.52.5,13,,3.2,2.6,4.5,1.9473684210526316,1.8421052631578947
2021-02-05 05:11:25,2021-02-05 05:31:47,0,81.131.210.158,100,1221,1,2021-02-05 05:31:48,R_10BJFWTEFhG7nuM,,,,,51.46380615234375,0.143402099609375,anonymous,EN,1,1,1,1,1,1,1,1,1,1,ZHO2001,19,1,1,3,3,4,4,4,3,3,3,3,4,4,3,4,5,4,3,3,5,4,5,4,3,3,4,3,3,5,5,6,4,6,5,6,4,7,4,4,4,5,3,4,3,3,3,4,4,5,4,4,3,4,4,5,4,3,4,4,4,2,3,1,2,4,5,4,3,4,5,5,5,4,4,3,3,3,2,2,2,3,2,2,3,3,3,3,2,3,3,3,1,2,2,3,2,2,3,4,1,2,4,3,1,4,1,2,2,3,4,3,2,2,2,3,1,1,2,2,3,2,2,51,9,10,11,10,11,3.6,3,4,4,3.4,4.5,5,5,5.5,5.5,8,8,14.571428571428571,1010,9.5,,2.4,4.2,4.5,1.0666666666666667,1.4736842105263157
2021-02-05 06:11:29,2021-02-05 06:31:04,0,86.9.102.5,100,1174,1,2021-02-05 06:31:04,R_3oYrgDImRrv6CG5,,,,,51.45599365234375,-0.06109619140625,anonymous,EN,1,1,1,1,1,1,1,1,1,1,CAR2001,19,1,1,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,6,3,6,2,5,3,6,6,4,4,4,4,3,4,3,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,3,3,2,2,2,2,3,2,4,4,3,4,2,3,3,2,2,2,2,2,4,3,3,2,3,3,3,3,3,1,3,2,3,2,3,4,1,1,1,3,2,3,4,3,2,2,3,3,2,3,2,2,4,1,3,1,1,2,2,2,43,5,8,9,9,12,3,2.75,3,3,2.8,2.5,4,4.5,4.5,6,8,8,14.571428571428571,1010,10,,3.2,2.2,3.75,1.105263157894737,1.4615384615384615
2021-02-05 06:49:50,2021-02-05 07:08:23,0,88.107.90.96,100,1113,1,2021-02-05 07:08:24,R_yvXgeaeJmIWZyjn,,,,,51.619598388671875,0.31329345703125,anonymous,EN,1,1,1,1,1,1,1,1,1,1,Beg2001,19,2,1,2,1,2,2,1,1,2,1,3,2,3,1,1,2,3,1,1,1,2,2,4,2,3,1,3,2,6,5,3,3,3,6,5,5,5,4,3,3,2,2,4,3,2,2,2,2,2,5,3,2,6,2,2,2,3,2,2,4,4,4,3,4,2,1,3,2,4,2,2,2,2,3,2,3,4,2,2,3,2,3,3,3,3,2,3,2,3,3,3,2,2,2,2,2,3,1,1,3,3,2,3,2,1,3,2,3,2,1,1,2,1,2,1,2,2,2,1,3,2,2,43,5,12,10,8,8,1.6,1.75,2,1.4,2.6,2.5,6,4,5,4,6.666666666666667,6.666666666666667,9.142857142857142,6.56.5,5,,3.4,2.4,2.25,1.0714285714285714,1
2021-02-05 07:01:03,2021-02-05 07:14:05,0,81.104.111.147,100,782,1,2021-02-05 07:14:06,R_33DMfJ7YB3FoPX6,,,,,51.5496978759765625,0.2014007568359375,anonymous,EN,1,1,1,1,1,1,1,1,1,1,Ahm2000,20,1,1,5,4,5,5,5,4,5,4,4,5,3,2,4,4,5,5,3,5,5,5,4,4,4,5,4,1,7,2,7,7,2,1,1,1,1,5,5,6,7,5,5,5,5,6,4,6,7,5,6,7,6,5,7,7,7,5,6,7,4,4,2,4,1,2,2,1,3,2,1,1,1,5,1,3,1,2,4,2,3,4,1,1,4,4,4,1,3,1,2,4,1,3,3,1,1,3,2,2,1,4,3,1,4,1,2,2,1,3,3,2,4,2,3,1,4,4,1,2,3,1,30,3,8,3,8,8,4.8,4.25,3.8333333333333335,4.6,4.2,1.5,4,4,1.5,4,11,11,25,11.511.5,15.5,,3,2,2,1.2222222222222223,1.4545454545454546
2021-02-05 07:03:17,2021-02-05 07:15:38,0,85.255.235.1,100,741,1,2021-02-05 07:15:39,R_3kj4qSJ63506DAc,,,,,51.49639892578125,-0.122406005859375,anonymous,EN,1,1,1,1,1,1,1,1,1,1,Koy2000,19,1,1,4,2,4,4,4,1,4,2,3,4,2,3,3,4,3,1,1,2,2,1,2,2,3,4,4,5,6,6,6,6,3,5,6,6,6,4,4,4,5,3,4,2,4,2,1,3,4,3,2,3,5,2,6,4,2,2,5,6,3,4,4,4,2,1,3,3,2,3,4,3,2,2,1,3,4,2,3,2,3,2,3,2,3,2,3,3,3,3,3,1,2,3,3,2,2,3,3,2,2,3,2,2,4,2,3,2,2,4,1,2,2,2,2,1,2,3,2,2,2,3,55,8,11,12,12,12,3.6,2.5,3.1666666666666665,1.4,3,4,5.5,6,6,6,6.333333333333333,6.333333333333333,12.857142857142858,5.55.5,11,,3.4,2.4,2.75,1.1176470588235294,1.1764705882352942
2021-02-05 06:59:56,2021-02-05 07:15:59,0,86.135.118.83,100,962,1,2021-02-05 07:15:59,R_1DOwAXA8rtCAzWT,,,,,51.4468994140625,0.0509033203125,anonymous,EN,1,1,1,1,1,1,1,1,1,1,WIL2000,20,2,1,4,4,4,5,5,2,4,4,4,2,3,2,3,4,3,4,2,3,5,5,2,2,1,4,2,5,6,3,1,3,2,6,3,2,6,7,1,7,5,5,3,1,1,1,6,7,5,6,5,7,5,7,3,1,1,7,1,5,5,1,4,5,4,5,4,4,5,5,3,1,4,4,4,1,2,4,4,3,2,4,2,2,3,3,1,3,2,3,2,2,3,3,1,1,3,3,1,4,2,3,1,3,3,3,2,3,3,3,1,2,3,4,3,2,4,3,2,4,3,3,37,7,12,6,3,9,4.4,3.5,2.8333333333333335,3.8,2.2,3.5,6,1.5,3,4.5,12,12,14.857142857142858,16.516.5,3,,3.8,4.6,3,1,1
2021-02-05 06:58:53,2021-02-05 07:16:08,0,82.31.248.128,100,1035,1,2021-02-05 07:16:09,R_2CjOCrUnzG2iLnU,,,,,51.4828033447265625,-0.1371002197265625,anonymous,EN,1,1,1,1,1,1,1,1,1,1,POZ2000,21,2,1,4,4,4,3,4,4,4,4,4,5,4,3,4,5,2,2,1,2,2,2,3,3,3,4,3,5,3,4,3,6,4,5,4,5,5,2,4,5,5,5,5,5,4,4,2,6,5,6,6,4,5,4,5,5,4,3,5,4,4,4,4,4,4,4,3,2,3,3,4,2,4,4,3,3,3,2,2,2,3,2,3,3,3,2,3,3,3,3,3,2,3,3,3,3,3,4,2,3,2,3,3,1,4,2,2,1,1,3,3,1,4,2,2,1,1,4,2,3,3,2,44,9,8,8,8,11,3.8,4,3.8333333333333335,1.8,3.2,4.5,4,4,4,5.5,11.666666666666666,11.666666666666666,17.714285714285715,6.256.25,11.75,,4,3,3.5,1,1.5
2021-02-05 07:13:59,2021-02-05 07:32:19,0,81.154.65.76,100,1099,1,2021-02-05 07:32:20,R_1LvVqC2ybiOOUcc,,,,,51.518798828125,-0.0359954833984375,anonymous,EN,1,1,1,1,1,1,1,1,1,1,Ahmed,20,1,1,4,1,5,1,1,1,1,1,1,1,4,1,1,4,5,3,1,1,4,2,4,2,4,4,1,2,6,5,3,6,2,6,3,5,5,5,2,2,5,5,2,2,2,2,2,2,5,2,2,2,2,2,5,2,2,2,5,7,4,4,1,4,5,3,3,3,2,3,4,4,2,3,1,3,3,3,2,2,3,1,3,3,4,3,3,3,3,3,3,1,3,3,3,3,4,4,3,2,1,3,3,2,4,2,2,2,2,3,3,2,2,2,3,1,4,3,3,2,3,3,43,4,12,8,8,11,2.4,1,2.6666666666666665,2.2,3,2,6,4,4,5.5,4,4,11,7.257.25,7.25,,3.6,2.8,3.25,1.2,1.1818181818181819
2021-02-05 07:23:43,2021-02-05 07:38:12,0,137.205.1.215,100,868,1,2021-02-05 07:38:13,R_R1Oo0FuKY8C6uUV,,,,,52.3820037841796875,-1.58740234375,anonymous,EN,1,1,1,1,1,1,1,1,1,1,ZYM2000,20,2,1,3,3,2,4,2,1,1,1,2,3,3,2,4,4,3,2,1,2,4,1,3,3,3,4,4,3,7,5,2,6,2,7,4,3,5,6,5,5,5,1,2,1,1,1,1,5,6,5,5,5,2,1,7,1,1,1,7,1,5,5,4,5,5,5,4,3,4,5,4,2,5,5,5,3,3,2,1,3,3,1,3,3,4,2,2,4,3,4,4,1,3,3,3,3,4,3,2,3,2,3,1,2,3,2,2,2,1,3,2,2,2,3,2,2,3,2,2,3,3,2,44,5,14,9,5,11,2.8,1.25,3.1666666666666665,2,3.4,2.5,7,2.5,4.5,5.5,9,9,14.571428571428571,6.256.25,7,,4.8,4.2,4,1.4,1.0714285714285714
2021-02-05 07:33:42,2021-02-05 07:47:39,0,82.132.235.138,100,837,1,2021-02-05 07:47:39,R_2SHpPDzgxIb6aPy,,,,,51.58880615234375,-0.0247039794921875,anonymous,EN,1,1,1,1,1,1,1,1,1,1,CAN2001,19,2,1,2,3,3,4,5,2,4,3,4,3,3,1,4,3,4,1,1,3,3,2,3,3,4,4,4,6,3,6,5,7,7,6,7,5,5,4,2,2,1,4,2,1,1,1,1,1,1,4,3,3,7,2,6,1,1,1,1,5,4,5,4,4,4,2,2,1,2,1,1,1,4,4,3,4,4,2,2,3,3,2,4,4,4,3,1,3,3,4,3,1,2,2,2,1,4,3,1,2,2,1,4,3,2,1,1,2,3,2,2,3,1,3,1,3,4,1,3,3,1,3,57,13,9,13,10,12,3.4,3.25,3,2,3.6,6.5,4.5,5,6.5,6,4.333333333333333,4.333333333333333,6.571428571428571,5.255.25,3.75,,4.2,1.6,2.5,1.5333333333333334,1.375
2021-02-05 07:43:23,2021-02-05 07:58:11,0,82.11.253.67,100,888,1,2021-02-05 07:58:12,R_1dhn9qYzNh7lgvK,,,,,51.46380615234375,0.143402099609375,anonymous,EN,1,1,1,1,1,1,1,1,1,1,SUN1972,48,1,2,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,7,6,6,6,4,3,6,6,4,5,6,6,6,5,6,5,5,4,6,4,5,4,6,5,5,6,6,5,5,6,5,6,4,5,4,4,3,3,1,1,2,2,4,4,2,4,2,3,3,2,2,2,3,2,3,3,3,2,2,2,3,3,3,2,3,3,3,3,2,4,4,1,3,4,2,1,4,1,1,1,1,4,2,4,4,3,3,2,2,2,3,3,4,2,52,8,10,12,12,10,3.6,4,4,3.8,4,4,5,6,6,5,8.666666666666666,8.666666666666666,20.428571428571427,14.2514.25,12.75,,4,1.8,3.5,1,1.7222222222222223
2021-02-05 07:47:21,2021-02-05 08:11:41,0,80.0.111.228,100,1459,1,2021-02-05 08:11:42,R_bx52pGsOYSR3Eul,,,,,51.45599365234375,-0.06109619140625,anonymous,EN,1,1,1,1,1,1,1,1,1,1,HAN2000,20,1,1,3,1,2,3,2,1,1,1,1,4,4,4,3,4,4,3,3,3,3,2,4,3,2,4,2,3,3,2,6,6,6,3,3,3,6,5,1,1,5,1,6,2,5,1,4,4,4,3,3,4,2,4,3,4,1,5,3,6,2,4,1,2,1,2,2,3,2,2,5,4,4,3,2,3,2,3,2,1,2,3,2,3,3,3,3,2,3,2,3,4,2,2,2,2,2,2,2,2,2,3,2,2,4,2,3,1,2,3,3,4,1,2,2,1,3,1,3,3,3,3,41,9,6,5,9,12,2.2,1,3.8333333333333335,2.8,3,4.5,3,4.5,2.5,6,8,8,11.285714285714286,1111,10,,2,2.2,4,1.125,1.2142857142857142
2021-02-05 07:25:35,2021-02-05 08:42:08,0,79.66.61.90,100,4593,1,2021-02-05 08:42:09,R_1LMuJXIpsj3WeQp,,,,,51.4745941162109375,-0.0924072265625,anonymous,EN,1,1,1,1,1,1,1,1,1,1,SUB2000,20,2,1,4,4,5,2,3,3,5,3,5,4,3,1,2,4,3,2,1,2,4,4,4,4,2,4,2,1,2,6,2,5,2,6,6,5,3,7,3,3,5,6,5,5,5,1,2,4,5,5,6,1,7,2,5,5,5,2,6,7,4,4,2,4,2,4,1,1,2,3,2,1,2,5,2,3,3,3,1,2,3,3,3,3,4,2,2,3,2,3,4,2,3,3,3,4,3,4,1,3,2,3,3,2,2,3,2,4,1,3,2,3,3,2,4,2,3,2,1,3,2,2,38,3,8,12,7,8,3.6,4,2.8333333333333335,2.6,3.2,1.5,4,3.5,6,4,9,9,11.428571428571429,8.758.75,13,,3.2,2.2,2.5,1.2222222222222223,1.2307692307692308
